,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
453,Beybit Tatishev,FK Atyrau,Centre-Forward,-,"Jul 24, 1984 (21)",,"1,85m",both,-,2006
454,Evgeniy Nesterov,FK Atyrau,Striker,-,"Apr 17, 1984 (21)",,"1,72m",,-,2006
455,Vladimir Plotnikov,FK Taraz,Goalkeeper,-,"Apr 3, 1986 (19)",,"1,91m",right,-,2006
456,Aleksandr Aliev,FK Taraz,Goalkeeper,-,"Apr 17, 1987 (18)",,"1,84m",right,-,2006
457,Igor Mikhailov,FK Taraz,Goalkeeper,-,"Feb 24, 1980 (25)",,"1,77m",,-,2006
458,Amangeldy Zhusupov,FK Taraz,Defender,-,"Jul 18, 1988 (17)",,"1,84m",,-,2006
459,Nurmat Mirzabaev,FK Taraz,Defender,-,"Nov 11, 1972 (33)",,"1,76m",,-,2006
460,Eldar Baymeshov,FK Taraz,Defender,-,"Jul 26, 1986 (19)",,"1,80m",,-,2006
461,Erlan Eleusinov,FK Taraz,Defender,-,"Jul 2, 1972 (33)",,"1,81m",,-,2006
462,Denis Mamonov,FK Taraz,Defender,-,"Dec 8, 1981 (24)",,"1,78m",,-,2006
463,Samat Nauryzbaev,FK Taraz,Defender,-,"Sep 6, 1982 (23)",,"1,75m",,-,2006
464,Egor Gladkov,FK Taraz,Defender,-,"Feb 17, 1979 (26)",,"1,72m",,-,2006
465,Ermek Shokanov,FK Taraz,Defender,-,"Sep 15, 1988 (17)",,"1,83m",,-,2006
466,Vladimir Yakovlev,FK Taraz,Centre-Back,-,"Aug 2, 1984 (21)",,"1,82m",right,-,2006
467,Volodymyr Ostroushko,FK Taraz,Centre-Back,-,"Jan 8, 1979 (26)",,"1,83m",right,-,2006
468,Sergey Zhunenko,FK Taraz,Centre-Back,-,"May 13, 1970 (35)",,"1,82m",right,-,2006
469,Dmitriy Evstigneev,FK Taraz,Left-Back,-,"Nov 21, 1986 (19)",,"1,81m",left,-,2006
470,Ruslan Esatov,FK Taraz,Left-Back,-,"Oct 31, 1984 (21)",,"1,80m",left,-,2006
471,Vyacheslav Sobolev,FK Taraz,Right-Back,-,"Oct 13, 1984 (21)",,"1,69m",both,-,2006
472,Nurtas Kurgulin,FK Taraz,Right-Back,-,"Sep 20, 1986 (19)",,"1,75m",right,-,2006
473,Galymzhan Alimbaev,FK Taraz,Midfielder,-,"May 9, 1989 (16)",,"1,76m",,-,2006
474,Vitaliy Evstigneev,FK Taraz,Defensive Midfield,-,"Aug 8, 1985 (20)",,"1,86m",both,-,2006
475,Aziz Baishakov,FK Taraz,Midfielder,-,"Jul 30, 1985 (20)",,-,,-,2006
476,Erzhan Dzhatkanbaev,FK Taraz,Midfielder,-,"Jul 2, 1989 (16)",,"1,81m",,-,2006
477,Fazliddin Khadzhimuratov,FK Taraz,Midfielder,-,"Jun 24, 1987 (18)",,-,,-,2006
478,Konstantin Kotov,FK Taraz,Central Midfield,-,"Oct 7, 1973 (32)",,"1,72m",,-,2006
479,Oleg Nedashkovskiy,FK Taraz,Attacking Midfield,-,"Sep 9, 1987 (18)",,"1,84m",right,-,2006
480,Nurken Mazbaev,FK Taraz,Right Winger,-,"Jun 4, 1972 (33)",,-,,-,2006
481,Oleg Litvinenko,FK Taraz,Second Striker,-,"Nov 22, 1973 (32)",,"1,71m",,-,2006
482,Aleksey Shapurin,FK Taraz,Centre-Forward,-,"Sep 20, 1987 (18)",,"1,79m",right,-,2006
483,Arman Birkurmanov,FK Taraz,Striker,-,"Jan 31, 1982 (23)",,"1,80m",,-,2006
484,Kairat Suley,FK Taraz,Striker,-,"Oct 26, 1985 (20)",,"1,80m",,-,2006
485,Azamat Niyazymbetov,FK Taraz,Striker,-,"Mar 25, 1974 (31)",,"1,72m",right,-,2006
486,Almat Dosmaganbetov,FK Taraz,Striker,-,"Jan 17, 1988 (17)",,"1,73m",,-,2006
