,Player,Club,Position,Number,Date of Birth,Height,Foot,Joined,Market Value,Season
460,Yuriy Gura,Dostyk Shymkent,Midfielder,-,"Aug 8, 1976 (23)",,"1,84m",,-,2000
461,Berik Omarbekov,Dostyk Shymkent,Midfielder,-,"Feb 11, 1980 (19)",,"1,74m",,-,2000
462,Andrey Streltsov,Dostyk Shymkent,Midfielder,-,"Aug 10, 1976 (23)",,-,,-,2000
463,Dmitriy Korinenko,Dostyk Shymkent,Midfielder,-,"Jul 24, 1980 (19)",,"1,76m",,-,2000
464,Ruslanbek Ordabaev,Dostyk Shymkent,Midfielder,-,"Jun 9, 1982 (17)",,"1,79m",,-,2000
465,Yuriy Streltsov,Dostyk Shymkent,Midfielder,-,"Apr 28, 1980 (19)",,-,,-,2000
466,Shokan Ordabaev,Dostyk Shymkent,Midfielder,-,"Jan 9, 1982 (17)",,-,,-,2000
467,Nurken Mazbaev,Dostyk Shymkent,Right Winger,-,"Jun 4, 1972 (27)",,-,,-,2000
468,Nurbolat Maimakov,Dostyk Shymkent,Centre-Forward,-,"Apr 27, 1982 (17)",,"1,73m",right,-,2000
469,Konstantin Kanin,Dostyk Shymkent,Centre-Forward,-,"May 29, 1982 (17)",,"1,90m",,-,2000
470,Sergey Gorbanev,Dostyk Shymkent,Striker,-,"Nov 27, 1979 (20)",,-,,-,2000
471,Murat Dinaev,Dostyk Shymkent,Striker,-,"Jan 8, 1980 (19)",,"1,74m",,-,2000
472,Samat Derbisbaev,Dostyk Shymkent,Striker,-,"Jan 16, 1973 (26)",,"1,69m",,-,2000
473,Seytzhan Baybosynov,Dostyk Shymkent,Striker,-,"Mar 15, 1970 (29)",,"1,70m",,-,2000
